"iata_code","arriv_lat","arriv_lon"
"HUZ",23.0499992371,114.599998474
"HSC",24.9785995483,113.42099762
"JGS",26.8568992615,114.736999512
"AEB",23.7206001282,106.959999084
"DOY",37.5085983276,118.788002014
"XEN",40.5802993774,120.697998047
"AAT",47.7498855591,88.0858078003
"THQ",34.5593986511,105.86000061
"YZY",38.8018989563,100.675003052
"DDG",40.0247,124.286003
"GEC",35.235947,33.724358
"YAC",51.7271995544434,-91.8244018554688
"YAG",48.6542015075684,-93.439697265625
"YAH",53.754699707,-73.6753005981
"YAL",50.5821990966797,-126.916000366211
"YAM",46.4850006103516,-84.5093994140625
"XKS",53.5247001647949,-88.6427993774414
"YKG",60.0271987915039,-69.9991989135742
"YAT",52.9275016784668,-82.4319000244141
"YAY",51.3918991089,-56.0830993652
"YAZ",49.079833,-125.775583
"YBB",68.534401,-89.808098
"YBC",49.1324996948242,-68.2043991088867
"QBC",52.387501,-126.596001
"YBE",59.5614013671875,-108.481002807617
"YBY",54.304199,-110.744003
"YBG",48.3306007385254,-70.9963989257812
"YBK",64.2988967896,-96.077796936
"YBL",49.9508018493652,-125.271003723145
"XTL",58.7061,-98.512199
"YBR",49.91,-99.951897
"YBT",57.8894,-101.679001
"YBV",52.358898,-97.018303
"YBX",51.4435997009,-57.1852989197
"YRF",53.6828002929688,-57.0419006347656
"YCB",69.1081008911,-105.138000488
"YCC",45.0928001403809,-74.5633010864258
"YCD",49.0549702249,-123.869862556
"YCE",43.285599,-81.508301
"YCG",49.2963981628,-117.632003784
"YCH",47.007801,-65.449203
"YCL",47.990799,-66.330299
"YCN",49.105598449707,-81.0136032104492
"YCO",67.816704,-115.143997
"YCQ",55.687198638916,-121.626998901367
"YCR",54.6105995178223,-97.7608032226562
"YCS",63.3469009399,-90.7311019897
"YCY",70.4860992432,-68.5167007446
"YDA",64.043098449707,-139.128005981445
"YDB",61.3711013793945,-139.041000366211
"YDF",49.2108001708984,-57.3913993835449
"XRR",61.9706001282,-132.42300415
"YDN",51.1007995605469,-100.052001953125
"YDO",48.778499603271,-72.375
"YDP",56.5491981506348,-61.6803016662598
"YDQ",55.7422981262207,-120.182998657227
"YEG",53.3097000122,-113.580001831
"YEK",61.0942001343,-94.0708007812
"YEL",46.351398468,-82.5614013672
"YEM",45.8428001403809,-81.8581008911133
"YEN",49.2103004456,-102.966003418
"YER",56.0189018249512,-87.6761016845703
"YET",53.5788993835,-116.464996338
"YEV",68.3041992188,-133.483001709
"YEY",48.563903,-78.249702
"YFA",52.2014007568359,-81.6968994140625
"YFB",63.756402,-68.555801
"YFC",45.8689002990723,-66.5372009277344
"YFE",48.7461013793945,-69.0971984863281
"YFH",51.5619010925293,-87.9077987670898
"YTM",46.4094009399,-74.7799987793
"YFO",54.6781005859375,-101.681999206543
"YFR",61.1808013916,-113.690002441
"YFS",61.7602005004883,-121.236999511719
"YMN",55.0769004821777,-59.1864013671875
"YGB",49.6941986083984,-124.517997741699
"YGH",66.2407989501953,-128.651000976562
"YGK",44.2252998352051,-76.5969009399414
"YGL",53.625301361084,-77.7042007446289
"YGM",50.628101348877,-97.0432968139648
"YGO",54.5588989257812,-94.4914016723633
"YGP",48.7752990723,-64.4785995483
"YGQ",49.7783012390137,-86.9393997192383
"YGR",47.4247016906738,-61.7780990600586
"YGT",69.3647003174,-81.8161010742
"YGV",50.2818984985352,-63.611400604248
"YGW",55.2818984985352,-77.7652969360352
"YGX",56.3574981689453,-94.7106018066406
"YGZ",76.4261016846,-82.9092025757
"YQC",61.0463981628418,-69.6177978515625
"YHD",49.831699,-92.744202
"YHE",49.3683013916,-121.498001099
"YHF",49.7141990661621,-83.6860961914062
"YNS",51.6911010742188,-76.1355972290039
"YHI",70.7628021240234,-117.805999755859
"YHK",68.635597229,-95.8497009277
"YHM",43.1735992432,-79.9349975586
"YHN",49.1930999755859,-84.758903503418
"YHO",55.448299407959,-60.2285995483398
"YHR",50.4688987731934,-59.6366996765137
"YHT",60.7891998291016,-137.546005249023
"YHU",45.5175018311,-73.4169006348
"YHY",60.8396987915,-115.782997131
"YHZ",44.8807983398,-63.5085983276
"YIB",48.7738990784,-91.6386032104
"YDG",44.5458450365,-65.7854247093
"YIF",51.2117004395,-58.6582984924
"YIK",62.4173011779785,-77.9253005981445
"YIO",72.6832962036,-77.9666976929
"YIV",53.8572006225586,-94.6536026000977
"YJF",60.2358016968,-123.46900177
"YJN",45.2943992614746,-73.2810974121094
"YJT",48.5442008972168,-58.5499992370605
"YKA",50.7022018433,-120.444000244
"LAK",68.223297,-135.00599
"YKF",43.4608001709,-80.3786010742
"YWB",61.5886001587,-71.929397583
"YKJ",57.2560997009277,-105.61799621582
"YKL",54.8053016662598,-66.8052978515625
"AKV",60.8185997009277,-78.1485977172852
"YKQ",51.4733009338379,-78.75830078125
"YKX",48.2103004455566,-79.9813995361328
"YKY",51.5175018311,-109.180999756
"YKZ",43.8622016906738,-79.370002746582
"YPJ",59.2966995239258,-69.5997009277344
"YLC",62.8499984741,-69.8833007812
"YLD",47.8199996948242,-83.3467025756836
"YLH",52.1955986022949,-87.934196472168
"YLJ",54.125301361084,-108.523002624512
"YSG",62.418303,-110.681998
"YLL",53.3092002868652,-110.072998046875
"YLR",56.5133018493652,-99.9852981567383
"YLT",82.5177993774,-62.2806015015
"XGR",58.7113990783691,-65.9927978515625
"YLW",49.9561004639,-119.377998352
"YMA",63.6164016723633,-135.86799621582
"YME",48.8568992614746,-67.4533004760742
"YMG",49.0839004516602,-85.8606033325195
"YMH",52.3027992248535,-55.8471984863281
"YMJ",50.3302993774414,-105.55899810791
"YML",47.5974998474121,-70.2238998413086
"YMM",56.653301239,-111.222000122
"YMO",51.2910995483398,-80.6078033447266
"YMT",49.771900177002,-74.5280990600586
"YUD",56.5360984802246,-76.5183029174805
"YMX",45.679501,-74.038696
"YNA",50.189998626709,-61.7891998291016
"YNC",53.0106010437012,-78.8311004638672
"YND",45.5217018127,-75.5635986328
"YNE",53.9583015441895,-97.8442001342773
"YNL",58.2766990661621,-104.082000732422
"YNM",49.7616996765137,-77.8028030395508
"YOA",64.6988983154,-110.614997864
"YOC",67.5706024169922,-139.839004516602
"YOD",54.4049987792969,-110.278999328613
"YOH",54.9333000183105,-95.2789001464844
"YOJ",58.6213989257812,-117.165000915527
"YOO",43.922798,-78.894997
"YOP",58.4914016723633,-119.407997131348
"YOS",44.5903015137,-80.8375015259
"YOW",45.3224983215332,-75.6691970825195
"YPA",53.2141990662,-105.672996521
"YPC",69.3608381154,-124.075469971
"YPS",45.6567001343,-61.3680992126
"YPE",56.226898,-117.446999
"YPG",49.903099,-98.273817
"YPH",58.4719009399414,-78.0768966674805
"YPL",51.4463996887207,-90.2142028808594
"YPM",51.8196983337402,-93.9732971191406
"YPN",49.8363990783691,-64.2885971069336
"YPO",54.9880981445312,-85.4432983398438
"YPQ",44.2299995422363,-78.3632965087891
"YPR",54.2860984802,-130.445007324
"YPW",49.8342018127441,-124.5
"YPX",60.0505981445312,-77.2869033813477
"YPY",58.7672004699707,-111.116996765137
"YQA",44.9747009277344,-79.3032989501953
"YQB",46.7911,-71.393303
"YQD",53.9714012145996,-101.091003417969
"YQF",52.182201385498,-113.893997192383
"YQG",42.2756004333496,-82.9555969238281
"YQH",60.1164016723633,-128.822006225586
"YQI",43.8269004821777,-66.0880966186523
"YQK",49.7882995605469,-94.3630981445312
"YQL",49.6302986145,-112.800003052
"YQM",46.1122016906738,-64.678596496582
"YQN",50.1828002929688,-86.696403503418
"YQQ",49.7108001708984,-124.887001037598
"YQR",50.4319000244141,-104.666000366211
"YQS",42.7700004577637,-81.1108016967773
"YQT",48.371898651123,-89.3238983154297
"YQU",55.1796989441,-118.885002136
"YQV",51.2647018432617,-102.46199798584
"YQW",52.7691993713379,-108.244003295898
"YQX",48.9369010925293,-54.5680999755859
"YQY",46.1614,-60.047798
"YQZ",53.0261001586914,-122.51000213623
"YRA",64.116096496582,-117.309997558594
"YRB",74.7169036865,-94.9693984985
"YRI",47.7644004821777,-69.5847015380859
"YRJ",48.5200004577637,-72.2656021118164
"YRL",51.0668983459473,-93.793098449707
"YRO",45.4603004456,-75.6461029053
"YRQ",46.3527984619141,-72.6793975830078
"YRS",54.1671981811523,-93.5571975708008
"YRT",62.8114013672,-92.1157989502
"YRV",50.9667015076,-118.182998657
"YSB",46.625,-80.7988967895508
"YSC",45.4385986328125,-71.6913986206055
"YSF",59.250301361084,-105.841003417969
"YSH",44.94580078125,-75.9405975341797
"YSJ",45.3161010742188,-65.8902969360352
"YSK",56.5377998352,-79.2466964722
"YSL",47.1575012207031,-67.8347015380859
"YSM",60.0203018188477,-111.96199798584
"YCM",43.1916999816895,-79.1716995239258
"YSP",48.755298614502,-86.3443984985352
"YST",53.8456001281738,-94.8518981933594
"YSU",46.440601348877,-63.8335990905762
"YSY",71.9938964844,-125.242996216
"YTA",45.8643989562988,-77.2517013549805
"YTE",64.2300033569,-76.5267028809
"YTF",48.5088996887,-71.6418991089
"YTH",55.8011016845703,-97.8641967773438
"YTL",53.817798614502,-89.8968963623047
"YTQ",58.6678009033203,-69.9558029174805
"YTR",44.1189002990723,-77.5280990600586
"YTS",48.5696983337,-81.376701355
"YTZ",43.627499,-79.396202
"YUB",69.4332962036133,-133.026000976562
"YUL",45.4706001282,-73.7407989502
"YUT",66.5214004517,-86.2247009277
"YUX",68.7761001587,-81.2425
"YUY",48.2061004638672,-78.8356018066406
"YVB",48.0710983276367,-65.4602966308594
"YVC",55.1514015198,-105.262001038
"YVE",50.2481002807617,-119.331001281738
"YVM",67.5457992554,-64.0314025879
"YVO",48.0532989502,-77.7827987671
"YVP",58.0960998535156,-68.4269027709961
"YVQ",65.2816009521484,-126.797996520996
"YVR",49.193901062,-123.183998108
"YVV",44.7458,-81.107201
"YVZ",52.6557998657227,-94.0614013671875
"YWA",45.9522018432617,-77.3191986083984
"YWG",49.9099998474,-97.2398986816
"YWJ",65.2110977172852,-123.435997009277
"YWK",52.9219017028809,-66.8644027709961
"YWL",52.1831016541,-122.054000854
"YWP",52.9593933975,-87.3748683929
"YWY",63.209400177002,-123.436996459961
"YXC",49.610801696777,-115.78199768066
"YXE",52.1707992553711,-106.699996948242
"YXH",50.0189018249512,-110.721000671387
"YXJ",56.2380981445312,-120.73999786377
"YXK",48.478099822998,-68.4969024658203
"YXL",50.113899230957,-91.9052963256836
"YXN",62.2400016785,-92.5980987549
"YXP",66.1449966431,-65.7136001587
"YXQ",62.4103012084961,-140.867004394531
"YXR",47.6974006546,-79.8473453522
"YXS",53.8894004822,-122.679000854
"YXT",54.468498,-128.576009
"YXU",43.035599,-81.1539
"YXX",49.0252990722656,-122.361000061035
"YXY",60.7095985413,-135.067001343
"YXZ",47.9667015075684,-84.7866973876953
"YYB",46.363602,-79.422798
"YYC",51.113899231,-114.019996643
"YYD",54.8246994018555,-127.182998657227
"YYE",58.8363990784,-122.597000122
"YYF",49.4631004333496,-119.601997375488
"YYG",46.2900009155273,-63.1211013793945
"YYH",69.5466995239,-93.5766983032
"YYJ",48.646900177,-123.426002502
"YYL",56.863899230957,-101.075996398926
"YYN",50.2919006348,-107.691001892
"YYQ",58.739200592041,-94.0650024414062
"YYR",53.3191986084,-60.4258003235
"YYT",47.618598938,-52.7518997192
"YYU",49.4138984680176,-82.4674987792969
"YYW",50.2902984619141,-88.9096984863281
"YYY",48.6086006164551,-68.2080993652344
"YYZ",43.6772003174,-79.6305999756
"YZD",43.7425003051758,-79.4655990600586
"YZE",45.8852996826172,-82.5678024291992
"YZF",62.4627990722656,-114.440002441406
"YZG",62.1794013977051,-75.6671981811523
"YZH",55.2930984497,-114.777000427
"YZP",53.2542991638,-131.813995361
"YZR",42.9994010925293,-82.3088989257812
"YZS",64.1932983398,-83.3593978882
"YZT",50.6805992126465,-127.366996765137
"YZU",54.1439018249512,-115.787002563477
"YZV",50.2233009338379,-66.2656021118164
"YZW",60.1727981567383,-132.74299621582
"YZX",44.9844017028809,-64.9169006347656
"ZAC",56.0894012451172,-96.0892028808594
"YSN",50.682802,-119.228996
"YDT",49.0742,-123.012001
"ILF",56.0614013672,-95.613899231
"ZBF",47.629699707,-65.738899231
"ZBM",45.2907981873,-72.7414016724
"KES",56.0374984741,-96.5096969604
"ZEM",52.2263984680176,-78.5224990844727
"ZFA",62.2075004577637,-133.376007080078
"ZFD",59.334400177002,-107.181999206543
"XPK",55.7491989136,-101.26599884
"ZFM",67.4075012207031,-134.860992431641
"ZFN",64.909697,-125.572998
"ZGF",49.0155982971191,-118.430999755859
"ZGI",54.8396987915039,-94.0785980224609
"ZGR",52.0456008911133,-95.4657974243164
"ZJG",54.5189018249512,-98.0460968017578
"ZJN",52.1206016540527,-101.236000061035
"ZKE",52.2825012207031,-81.6778030395508
"YTD",55.3189010620117,-97.7078018188477
"MSA",53.4413986206055,-91.7628021240234
"PIW",55.5889015197754,-97.1641998291016
"ZMT",54.0275001525879,-132.125
"XPP",52.9965258788,-97.2741937637
"ZPB",53.8911018371582,-92.196403503418
"WPC",49.5205993652,-113.997001648
"ZRJ",52.9435997009277,-91.3127975463867
"ZSJ",53.0642013549805,-93.3443984985352
"XSI",56.7928009033,-98.9072036743
"ZST",55.935410448,-129.982434511
"ZTM",55.8656005859375,-92.0813980102539
"ZUC",49.4296989440918,-91.7177963256836
"XLB",58.6175003052,-101.46900177
"ZWL",58.1068992614746,-103.171997070312
"QLD",36.5036010742188,2.81416988372803
"BUJ",35.3325004577637,4.20638990402222
"BJA",36.7120018005,5.06992006302
"ALG",36.6910018920898,3.21540999412537
"DJG",24.292801,9.45244
"VVZ",26.7234992981,8.62265014648
"QSF",36.1781005859,5.32449007034
"TMR",22.8115005493,5.45107984543
"GJL",36.7951011658,5.87361001968
"MZW",33.535900116,-0.242353007197
"AAE",36.822201,7.809174
"CZL",36.2760009765625,6.62038993835449
"TEE",35.4315986633,8.12071990967
"BLJ",35.7521018982,6.3085899353
"HRM",32.9304008483887,3.31153988838196
"TID",35.3410987854,1.46315002441
"TIN",27.7003993988,-8.1670999527
"CFK",36.2126998901,1.33176994324
"TAF",35.5424003601074,-0.532278001308441
"TLM",35.0167007446,-1.45000004768
"ORN",35.6239013672,-0.621182978153
"CBH",31.6457004547119,-2.26986002922058
"MUW",35.2076988220215,0.147141993045807
"AZR",27.8376007080078,-0.186414003372192
"BSK",34.7933006287,5.73823022842
"ELG",30.5713005065918,2.85959005355835
"GHA",32.3841018676758,3.79411005973816
"HME",31.6730003357,6.14043998718
"INZ",27.2509994507,2.51202011108
"TGR",33.067798614502,6.0886697769165
"LOO",33.7644004822,2.92833995819
"ELU",33.5113983154,6.77679014206
"TMX",29.2371006012,0.276033014059
"OGX",31.917200088501,5.41277980804443
"IAM",28.0515,9.64291
"COO",6.3572301864624,2.38435006141663
"DBC",45.505278,123.019722
"OUA",12.3532,-1.51242
"BOY",11.1600999832153,-4.33096981048584
"ACC",5.60518980026245,-0.166786000132561
"TML",9.55718994140625,-0.863214015960693
"KMS",6.71456003189087,-1.59081995487213
"NYI",7.36183023452759,-2.32875990867615
"TKD",4.8960599899292,-1.77476000785828
"ABJ",5.261390209198,-3.9262900352478
"BYK",7.73880004882812,-5.07366991043091
"DJO",6.79280996322632,-6.47318983078003
"HGO",9.38718032837,-5.55666017532
"MJC",7.27206993103027,-7.58735990524292
"SPY",4.74671983718872,-6.66082000732422
"ASK",6.9031701088,-5.36558008194
"ABV",9.00679016113281,7.26316976547241
"QUO",4.8725,8.093
"AKR",7.24673986434937,5.30101013183594
"ABB",6.204167,6.665278
"BCU",10.482833,9.744
"BNI",6.31697988510132,5.59950017929077
"CBQ",4.97601985931396,8.34720039367676
"ENU",6.47426986694336,7.56196022033691
"IBA",7.36246013641357,3.97832989692688
"ILR",8.44021034240723,4.49391984939575
"QOW",5.4270601272583,7.20602989196777
"JOS",9.63982963562012,8.86905002593994
"KAD",10.6960000991821,7.32010984420776
"KAN",12.0476,8.52462
"MIU",11.855299949646,13.0809001922607
"MDI",7.70388,8.61394
"LOS",6.57737016677856,3.32116007804871
"MXJ",9.65217018127441,6.4622597694397
"PHC",5.01549005508423,6.94959020614624
"SKO",12.9162998199463,5.20719003677368
"YOL",9.25755023956299,12.4303998947144
"ZAR",11.1302,7.68581
"MFQ",13.5024995803833,7.12674999237061
"NIM",13.4815,2.18361
"THZ",14.8756999969482,5.26535987854004
"AJY",16.9659996032715,8.00010967254639
"ZND",13.7790002822876,8.98375988006592
"TBJ",36.9799995422363,8.87693977355957
"MIR",35.7580986022949,10.7546997070312
"TUN",36.851001739502,10.2271995544434
"GAF",34.4220008850098,8.82250022888184
"GAE",33.8768997192383,10.1033000946045
"DJE",33.875,10.7755002975464
"EBM",31.7042999267578,9.25461959838867
"SFA",34.7179985046387,10.6909999847412
"TOE",33.9397010803223,8.11056041717529
"LRL",9.76733016967773,1.09124994277954
"LFW",6.16560983657837,1.25451004505157
"ANR",51.1893997192,4.46027994156
"BRU",50.9014015198,4.48443984985
"CRL",50.459202,4.45382
"KJK",50.817199707,3.20472002029
"LGG",50.6374015808105,5.4432201385498
"OST",51.1988983154,2.8622200489
"AOC",50.981945,12.506389
"HDF",53.8787002563,14.152299881
"ZMG",52.073612,11.626389
"FNB",53.6022,13.306
"CBU",51.889442,14.531944
"SXF",52.380001,13.5225
"DRS",51.1328010559082,13.7672004699707
"ERF",50.9798011779785,10.9581003189087
"FRA",50.033333,8.570556
"FMO",52.134601593,7.68483018875
"HAM",53.630401611328,9.9882297515869
"CGN",50.8658981323,7.1427397728
"DUS",51.289501,6.76678
"MUC",48.353802,11.7861
"NUE",49.498699,11.078056
"LEJ",51.423889,12.236389
"SCN",49.2145996094,7.10950994492
"STR",48.6898994446,9.22196006775
"TXL",52.5597,13.2877
"HAJ",52.461101532,9.68507957458
"BRE",53.0475006104,8.78666973114
"QEF",49.959999,8.645833
"HHN",49.9487,7.26389
"MHG",49.473057,8.514167
"EIB",50.991604,10.47973
"SGE",50.7076988220215,8.08296966552734
"XFW",53.5352783203125,9.83555603027344
"KEL",54.3794441223145,10.1452779769897
"LBC",53.8054008484,10.7192001343
"FMM",47.9888000488,10.2395000458
"MGL",51.230278,6.504444
"PAD",51.6141014099,8.61631965637
"NRN",51.6024017334,6.14216995239
"DTM",51.5182991028,7.61223983765
"AGB",48.425278,10.931667
"OBF",48.081402,11.2831
"FDH",47.6712989807,9.51148986816
"SZW",53.426998,11.7834
"BYU",49.985001,11.64
"HOQ",50.2886123657227,11.8563890457153
"FKB",48.7793998718,8.08049964905
"ZQL",47.9733314514,8.52222156525
"LHA",48.3693008423,7.82772016525
"BWE",52.319199,10.5561
"KSF",51.417273,9.384967
"GWT",54.9132003784,8.34047031403
"KDL",58.9907989501953,22.8306999206543
"URE",58.2299003601074,22.50950050354
"EPU",58.4189987182617,24.4727993011475
"TLL",59.4132995605,24.8327999115
"TAY",58.3074989319,26.6903991699
"ENF",68.362602233887,23.424299240112
"KEV",61.856039,24.786686
"HEM",60.2546005249023,25.0428009033203
"HEL",60.317199707031,24.963300704956
"KTQ",62.1661,30.073601
"IVL",68.607299804688,27.405300140381
"JOE",62.662899017334,29.607500076294
"JYV",62.399501800537,25.678300857544
"KAU",63.127102,23.051399
"KEM",65.778701782227,24.582099914551
"KAJ",64.285499572754,27.692399978638
"KHJ",62.4625015259,22.3931007385
"KOK",63.721199035645,23.143100738525
"KAO",65.987602233887,29.239400863647
"KTT",67.700996398926,24.846799850464
"KUO",63.007099151611,27.797800064087
"LPP",61.044601,28.144743
"MHQ",60.122200012207,19.898199081421
"MIK",61.6866,27.201799
"OUL",64.930099487305,25.354600906372
"POR",61.461700439453,21.799999237061
"RVN",66.564796447754,25.830400466919
"SVL",61.943099975586,28.945100784302
"SJY",62.692101,22.8323
"SOT",67.3949966431,26.6191005707
"TMP",61.414100646973,23.604400634766
"TKU",60.514099121094,22.262800216675
"UTI",60.89640045166,26.938400268555
"VAA",63.050701141357,21.762199401855
"VRK",62.171100616455,27.868600845337
"YLI",64.0547222,24.7252778
"BFS",54.6575012207,-6.21582984924
"ENK",54.3988990783691,-7.65166997909546
"BHD",54.6180992126465,-5.87249994277954
"LDY",55.0428009033203,-7.16110992431641
"BHX",52.4538993835,-1.74802994728
"CVT",52.3697013855,-1.47971999645
"GLO",51.8941993713379,-2.16722011566162
"NQT",52.9199981689453,-1.0791699886322
"MAN",53.3536987304688,-2.27495002746582
"DSA",53.4805378105,-1.01065635681
"YEO",51.0093994140625,-2.63881993293762
"CAL",55.437198638916,-5.6863899230957
"EOI",59.190601348877,-2.77221989631653
"FIE",59.5358009338379,-1.62805998325348
"HAW",51.8330993652344,-4.96111011505127
"CWL",51.3967018127441,-3.34332990646362
"SWS",51.6053009033203,-4.06783008575439
"BRS",51.382702,-2.71909
"LPL",53.3335990905762,-2.8497200012207
"LTN",51.874698638916,-0.368333011865616
"LEQ",50.102798,-5.67056
"ISC",49.9132995605469,-6.29166984558105
"BOH",50.7799987792969,-1.84249997138977
"SOU",50.9502983093262,-1.35679996013641
"QLA",51.187198638916,-1.03349995613098
"NQY",50.440601348877,-4.99540996551514
"ACI",49.706104,-2.21472
"GCI",49.435001373291,-2.60196995735168
"JER",49.2079010009766,-2.1955099105835
"ESH",50.835602,-0.297222
"BQH",51.3307991028,0.0324999988079
"LGW",51.148102,-0.190278
"LCY",51.505299,0.055278
"FAB",51.2757987976,-0.776332974434
"BBS",51.3238983154297,-0.847500026226044
"LHR",51.4706,-0.461941
"SEN",51.5713996887207,0.695555984973907
"LYX",50.9561004638672,0.939167022705078
"CAX",54.9375,-2.80917000770569
"BLK",53.7717018127441,-3.02860999107361
"HUY",53.5744018554688,-0.350832998752594
"BWF",54.1286111,-3.2675
"LBA",53.8658981323242,-1.66057002544403
"WRT",53.745098,-2.88306
"CEG",53.1781005859375,-2.97778010368347
"IOM",54.0833015441895,-4.6238899230957
"NCL",55.0374984741211,-1.69166994094849
"MME",54.5092010498047,-1.42940998077393
"EMA",52.8311004639,-1.32806003094
"VLY",53.2481002808,-4.53533983231
"KOI",58.9578018188477,-2.90499997138977
"LSI",59.8788986206055,-1.29556000232697
"WIC",58.4589004516602,-3.09306001663208
"ABZ",57.2019004821777,-2.19777989387512
"INV",57.5424995422363,-4.0475001335144
"GLA",55.8718986511,-4.43306016922
"EDI",55.9500007629395,-3.37249994277954
"ILY",55.6819000244141,-6.25666999816895
"PIK",55.5093994140625,-4.586669921875
"BEB",57.4810981750488,-7.36278009414673
"SCS",60.4328002929688,-1.29611003398895
"DND",56.4524993896484,-3.02583003044128
"SYY",58.2155990600586,-6.33111000061035
"BRR",57.0228,-7.44306
"TRE",56.4991989135742,-6.86917018890381
"FSS",57.6493988037,-3.56064009666
"ADX",56.3728981018066,-2.86843991279602
"LMO",57.7052001953125,-3.33916997909546
"CBG",52.205002,0.175
"NWI",52.6758003235,1.28278005123
"STN",51.8849983215,0.234999999404
"EXT",50.7344017028809,-3.41388988494873
"OXF",51.8368988037,-1.32000005245
"BEX",51.6164016724,-1.09582996368
"LKZ",52.4093017578,0.56099998951
"MHZ",52.3619003295898,0.486405998468399
"QUY",52.3572006226,-0.107832998037
"FFD",51.6822013855,-1.79003000259
"BZZ",51.75,-1.58362
"ODH",51.2341003418,-0.94282501936
"NHT",51.5530014038,-0.418166995049
"QCY",53.0929985046,-0.166014000773
"BEQ",52.342601776123,0.772939026355743
"SQZ",53.307800293,-0.550832986832
"HRT",54.0489006042,-1.2527500391
"WTN",53.1661987305,-0.523810982704
"KNF",52.648395,0.550692
"MPN",-51.8227996826172,-58.4472007751465
"AMS",52.308601,4.76389
"MST",50.911701,5.77014
"EIN",51.4500999451,5.37452983856
"GRQ",53.1197013855,6.57944011688
"GLZ",51.5674018859863,4.93182992935181
"DHR",52.9234008789062,4.78062009811401
"LEY",52.4603,5.52722
"LWR",53.2285995483398,5.76056003570557
"RTM",51.956902,4.43722
"ENS",52.275833,6.889167
"WOE",51.4491,4.34203
"ORK",51.8413009643555,-8.49110984802246
"GWY",53.3002014160156,-8.94159030914307
"CFN",55.0442008972168,-8.34099960327148
"DUB",53.421299,-6.27007
"NOC",53.9103012084961,-8.81849002838135
"KIR",52.1809005737305,-9.52377986907959
"SNN",52.702,-8.92482
"SXL",54.280200958252,-8.5992097854614
"WAT",52.187198638916,-7.08695983886719
"AAR",56.2999992371,10.6190004349
"BLL",55.7402992249,9.15178012848
"CPH",55.617900848389,12.656000137329
"EBJ",55.525902,8.5534
"KRP",56.2975006103516,9.12462997436523
"MRW",54.699299,11.4401
"ODE",55.4766998291016,10.3309001922607
"RKE",55.5856018066406,12.1314001083374
"RNN",55.0633010864258,14.7595996856689
"SGD",54.9644012451172,9.79172992706299
"CNL",57.503502,10.2294
"SKS",55.221048,9.26702
"SQW",56.5502014160156,9.17298030853271
"TED",57.0688018798828,8.70522022247314
"FAE",62.0635986328125,-7.27721977233887
"STA",55.9901008605957,8.35391044616699
"AAL",57.0927589138,9.84924316406
"LUX",49.6233333,6.2044444
"AES",62.5625,6.11969995498657
"ANX",69.292503356934,16.144199371338
"ALF",69.976097106934,23.371700286865
"BNN",65.461097717285,12.217499732971
"BOO",67.2692031860352,14.3653001785278
"BGO",60.29339981,5.218140125
"BJF",70.60050201416,29.691400527954
"BVG",70.871399,29.034201
"KRS",58.204201,8.08537
"BDU",69.055801391602,18.540399551392
